Repository,Stars,Contributor,Location,City,Country,Latitude,Longitude
kong,40203,StrikerRUS,"Moscow, Russia",Moscow,Russia,55.755826,37.6173
kong,40203,wheelerlaw,Chicago,Chicago,United States,41.8781136,-87.6297982
kong,40203,wpjunior,Goiania / Brazil,Goiania,Brazil,-16.6868491,-49.2707899
kong,40203,t-yuki,"Yokohama, Japan",Yokohama,Japan,35.4436739,139.6379639
kong,40203,aslafy-z,"Toulouse, France",Toulouse,France,43.6048462,1.442848
kong,40203,hezhizhen,"Shanghai, China",Shanghai,China,31.230416,121.473701
kong,40203,zhouzhuojie,SF,San Francisco,United States,37.7749295,-122.4194155
kong,40203,adriengraux,Paris,Paris,France,48.8575475,2.3513765
kong,40203,elhackeado,"Bengaluru, IN",Bengaluru,India,12.9715987,77.5945627
kong,40203,bforbis,Boston,Boston,United States,42.3555076,-71.0565364
kong,40203,zencircle,Maryland,Maryland,United States,39.2904781,-76.6110319
kong,40203,cvuillemez,France,France,France,46.227638,2.213749
kong,40203,fairyqb,Beijing,Beijing,China,39.904211,116.407395
kong,40203,rutujak24,India,India,India,20.593684,78.96288
kong,40203,saideepd,"Mumbai, India",Mumbai,India,19.0759837,72.8776559
kong,40203,zhukau,Toronto,Toronto,Canada,43.653226,-79.3831843
kong,40203,scaat,"Shanghai, China",Shanghai,China,31.230416,121.473701
kong,40203,Gazzonyx,"Minneapolis, MN",Minneapolis,United States,44.977753,-93.2650108
kong,40203,shaneutt,Michigan,Michigan,United States,42.73358109999999,-84.5537867
kong,40203,shyamjalan,Ranchi,Ranchi,India,23.3440997,85.309562
kong,40203,geekysrm,India,India,India,20.593684,78.96288
kong,40203,p0intbl4nc,"Kerala, India",Kerala,India,10.1631526,76.64127119999999
kong,40203,srb3,UK,Oak,Central African Republic / Central African Republic,55.378051,-3.435973
kong,40203,svenwal,Germany,Germany,Germany,51.165691,10.451526
kong,40203,randmonkey,"Shanghai, China",Shanghai,China,31.230416,121.473701
kong,40203,tjasko,"Dallas, TX",Dallas,United States,32.7766642,-96.7969879
kong,40203,ThesllaDev,Brazil,St. Joseph of Rio Preto,Brazil,-20.8127115,-49.376521
kong,40203,tobiasehlert,"Sandviken, Sweden",Sandviken,Sweden,60.621607,16.775918
kong,40203,vanhtuan0409,Ho Chi Minh City,Ho Chi Minh City,Vietnam,10.8230989,106.6296638
kong,40203,vmr1532,Cochin,Kochi,India,9.9312328,76.26730409999999
kong,40203,vaibhav-sinha,India,India,India,20.593684,78.96288
kong,40203,vdesjardins,"Quebec, Canada",Quebec,Canada,46.8130816,-71.2074596
kong,40203,vvicaretti,Denmark,Denmark,Denmark,56.26392,9.501785
kong,40203,visshaljagtap,Pune,Pune City,India,18.5204303,73.8567437
kong,40203,chirag-manwani,Mumbai,Mumbai Suburban,India,19.0759837,72.8776559
kong,40203,cheald,"Phoenix, Arizona",Phoenix,Arizona,33.4482266,-112.0776781
kong,40203,chrko,Germany,Germany,Germany,51.165691,10.451526
kong,40203,tophsic,"Angers, France",Angers,France,47.47116159999999,-0.5518257
kong,40203,ChristopherBiscardi,San Francisco,San Francisco,United States,37.7749295,-122.4194155
kong,40203,dcarley,UK,Oak,Central African Republic / Central African Republic,55.378051,-3.435973
kong,40203,dliberman,Campinas/SP/Brazil,Campinas,Brazil,-22.9099384,-47.0626332
kong,40203,poelzi,Germany,Germany,Germany,51.165691,10.451526
kong,40203,daniel-shuy,Malaysia,Malaysia,Malaysia,4.210484,101.975766
kong,40203,davinwang,"Shanghai, China",Shanghai,China,31.230416,121.473701
kong,40203,dlouzan,"A Coruña, Spain",A Coruña,Spain,43.3637626,-8.4103923
kong,40203,dimitropoulos,Michigan,Michigan,United States,42.73358109999999,-84.5537867
kong,40203,dol,Switzerland,Switzerland/Switzerland/Switzerland/Swiss,Switzerland,46.818188,8.227511999999999
kong,40203,dominikkukacka,"Vienna, Austria",Vienna,Austria,48.20806959999999,16.3713095
kong,40203,eddmann,"Kent, UK",Kent,United Kingdom,51.0928319,0.8392470999999999
kong,40203,edpaget,"Chicago, IL",Chicago,United States,41.8781136,-87.6297982
kong,40203,EpicEric,"Sao Paulo, Brazil",São Paulo,Brazil,-23.5557714,-46.6395571
kong,40203,ethandede,"Portland, OR",Portland,United States,45.515232,-122.6783853
kong,40203,elennick,Pennsylvania,Pennsylvania,United States,40.263834,-76.8848197
kong,40203,jenstroeger,Brisbane,City of Brisbane,Australia,-27.4704528,153.0260341
kong,40203,ios-shah,They are proud.,They are proud.,India,22.3071588,73.1812187
kong,40203,shreemaan-abhishek,Nepal,Nepal,Nepal,28.394857,84.12400799999999
kong,40203,Achiel,"Austin, TX",Austin,United States,30.267153,-97.7430608
kong,40203,albertored,Italy,Italy,Italy,41.87194,12.56738
kong,40203,andreleoni,"Joinville, SC, Brazil",Joinville,Brazil,-26.3043758,-48.8463744
kong,40203,ankitkachru,India,India,India,20.593684,78.96288
kong,40203,antoine-labarussias-wmx,"Paris, France",Paris,France,48.8575475,2.3513765
kong,40203,ArjunSharda,"Austin, TX",Austin,United States,30.267153,-97.7430608
kong,40203,AsherThomasBabu,Kerala,Kerala,India,10.1631526,76.64127119999999
kong,40203,askanhesse,Hamburg,Hamburg,Germany,53.5488282,9.9871703
kong,40203,IgnorantSapient,Canada,San Francisco,Canada,56.130366,-106.346771
kong,40203,rallyben,Chicago,Chicago,United States,41.8781136,-87.6297982
kong,40203,Bevisy,China,China,China,35.86166,104.195397
kong,40203,bivdub,United States,United States,United States,38.7945952,-106.5348379
kong,40203,brycehemme,"Des Moines, IA",Des Moines,United States,41.5896139,-93.6163963
kong,40203,posquit0,"Seoul, Korea",Seoul,Korea,37.550263,126.9970831
kong,40203,cdimascio,"Boston, MA",Boston,United States,42.3555076,-71.0565364
kong,40203,jeremymv2,"Louisville, KY",Louisville,United States,38.2468618,-85.7663724
kong,40203,jerodsanto,"Omaha, Nebraska",Omaha,Nebraska,41.2565369,-95.9345034
kong,40203,jessemiller,Berkeley,Berkeley,United States,37.8715226,-122.273042
kong,40203,dingjiayi,Guangzhou,Guangzhou,China,23.1290799,113.26436
kong,40203,jitendragangwar123,Bangalore,Bengaluru,India,12.9715987,77.5945627
kong,40203,joelact,"Porto, Portugal",Harbor,Portugal,41.1579438,-8.6291053
kong,40203,joelvisroman,Ireland,Ireland,Ireland,53.77975540000001,-7.3055309
kong,40203,johnfitzpatrick,"Belfast, Northern Ireland",Belfast,Northern Ireland,54.59728500000001,-5.93012
kong,40203,jonminter,Mid-Michigan,FedEx Service Center,United States,43.6035842,-84.7295684
kong,40203,backjo,"Mountain View, CA",Mountain View,Canada,37.3900264,-122.0812304
kong,40203,jongwooo,"Seoul, Korea",Seoul,Korea,37.550263,126.9970831
kong,40203,Jlawlzz,San Francisco,San Francisco,United States,37.7749295,-122.4194155
kong,40203,jeveleth,San Francisco,San Francisco,United States,37.7749295,-122.4194155
kong,40203,jcchavezs,Barcelona - Catalonia,Barcelona,Spain,41.3873974,2.168568
kong,40203,opyate,London/UK,London,United Kingdom,51.5072178,-0.1275862
kong,40203,kaiwalyakoparkar,"Nashik, India",Nashik,India,19.9974533,73.78980229999999
kong,40203,kdstew,Charleston,Charleston,United States,32.7833163,-79.9319664
kong,40203,tkbky,Singapore,Singapore,Singapore,1.352083,103.819836
kong,40203,aviiciii,"Chennai, India",Chennai,India,13.0843007,80.2704622
kong,40203,gjedeer,Poland,Poland,Poland,51.919438,19.145136
kong,40203,gaetanfl,France,France,France,46.227638,2.213749
kong,40203,gchristidis,"Perth, Australia",Perth,Australia,-31.9513993,115.8616783
kong,40203,Gman98ish,Manchester,Manchester,United Kingdom,53.4807593,-2.2426305
kong,40203,grantcarver,"Brisbane, QLD, Australia",Brisbane,Australia,-27.4704528,153.0260341
kong,40203,guilhermep,Brazil,Brazil,Brazil,-14.235004,-51.92528
kong,40203,thehanimo,New York,City of New York,United States,40.7127753,-74.0059728
kong,40203,raptium,"Shanghai, China",Shanghai,China,31.230416,121.473701
kong,40203,blackpanther99,"New Delhi, India",New Delhi,India,28.6139298,77.2088282
kong,40203,vasuharish,Tokyo,Tokyo,Japan,35.6764225,139.650027
kong,40203,Hayk-S,"Toronto, Canada",Toronto,Canada,43.653226,-79.3831843
kong,40203,herlon214,"Amsterdam, Netherlands",Amsterdam,Netherlands,52.3675734,4.9041389
kong,40203,ikogan,"Athens, Ohio",Athens,Ohio,39.3292396,-82.1012554
kong,40203,IvanArjona,Burgos,Burgos,Spain,42.3504659,-3.6893545
kong,40203,prettykingking,Beijing,Beijing,China,39.904211,116.407395
kong,40203,jackkav,Amsterdam,Amsterdam,The Netherlands,52.3675734,4.9041389
kong,40203,jacksjm,Joinville/SC,Joinville,Brazil,-26.3043758,-48.8463744
kong,40203,jkla-dr,"Copenhagen, Denmark",Copenhagen,Denmark,55.6760968,12.5683371
kong,40203,jamesgeorge007,"Kottayam, Kerala, India",Kottayam,India,9.5915668,76.5221531
kong,40203,javeme,"Beijing, China",Beijing,China,39.904211,116.407395
kong,40203,pathak1515,India,India,India,20.593684,78.96288
kong,40203,JensErat,"Stuttgart, Germany",Stuttgart,Germany,48.7758459,9.1829321
autogen,40041,jackgerrits,"New York, USA",New York,United States,40.7127753,-74.0059728
autogen,40041,qingyun-wu,"State College, Pennsylvania, US",State College,United States,40.7933949,-77.8600012
autogen,40041,rysweet,"Vashon, WA",Vashon,United States,47.4473204,-122.4598502
autogen,40041,afourney,"Redmond, WA",Redmond,United States,47.6739881,-122.121512
autogen,40041,thinkall,"Beijing, China",Beijing,China,39.904211,116.407395
autogen,40041,liususan091219,"Hoboken, NJ",Hoboken,United States,40.7371004,-74.0313047
autogen,40041,kostapetan,Stockholm,Stockholm,Sweden,59.3327036,18.0656255
autogen,40041,davorrunje,"Zagreb, Croatia",Zagreb,Croatia,45.8150108,15.981919
autogen,40041,lokitoth,"New York, NY",New York,United States,40.7127753,-74.0059728
autogen,40041,bassmang,"New York, NY",New York,United States,40.7127753,-74.0059728
autogen,40041,lspinheiro,Sydney,Sydney,Australia,-33.8688197,151.2092955
autogen,40041,marklysze,Australia,Melbourne,Australia,-25.274398,133.775136
autogen,40041,BeibinLi,Redmond,Redmond,United States,47.6739881,-122.121512
autogen,40041,Hk669,India,India,India,20.593684,78.96288
autogen,40041,MohMaz,"Vancouver, BC, Canada",Vancouver,Canada,49.2827291,-123.1207375
autogen,40041,shruti222patel,"New York, NY",New York,United States,40.7127753,-74.0059728
autogen,40041,ReubenBond,"Redmond, Washington",Redmond,Washington,47.6739881,-122.121512
autogen,40041,heyitsaamir,"Seattle, Washington",Seattle,Washington,47.6061389,-122.3328481
autogen,40041,LinxinS97,LA,Laos,United States,34.0549076,-118.242643
autogen,40041,umermansoor,San Francisco,San Francisco,United States,37.7749295,-122.4194155
autogen,40041,AndreasVolkmann,Bellevue,Bellevue,United States,47.6101497,-122.2015159
autogen,40041,LeoLjl,"State College, PA, US",State College,United States,40.7933949,-77.8600012
autogen,40041,royninja,Kolkata,Kolkata,India,22.5743545,88.3628734
autogen,40041,rickyloynd-microsoft,Redmond,Redmond,United States,47.6739881,-122.121512
autogen,40041,joshkyh,Australia,Melbourne,Australia,-25.274398,133.775136
autogen,40041,abhaymathur21,Mumbai,Mumbai Suburban,India,19.0759837,72.8776559
autogen,40041,yenif,"Anacortes, WA",Anacortes,United States,48.51260449999999,-122.6126718
autogen,40041,crgarcia12,Switzerland,Switzerland/Switzerland/Switzerland/Swiss,Switzerland,46.818188,8.227511999999999
autogen,40041,ZHANG-EH,"Seattle, WA",Seattle,United States,47.6061389,-122.3328481
autogen,40041,Borda,Prague,Capital city Prague,Czechia,50.0755381,14.4378005
autogen,40041,levscaut,Toronto,Toronto,Canada,43.653226,-79.3831843
autogen,40041,colombod,UK,Oak,Central African Republic / Central African Republic,55.378051,-3.435973
autogen,40041,luxzoli,Darmstadt,Germany,Darmstadt,49.8728253,8.6511929
autogen,40041,weijen,London,London,United Kingdom,51.5072178,-0.1275862
autogen,40041,srjoglekar246,"Mountain View, CA",Mountain View,Canada,37.3900264,-122.0812304
autogen,40041,randombet,United States,United States,United States,38.7945952,-106.5348379
autogen,40041,ZviBaratz,Tel Aviv,Tel Aviv-Yafo,Israel,32.0852999,34.78176759999999
autogen,40041,RohitRathore1,"Bangalore, Karnataka ",Bangalore,Karnataka,12.9715987,77.5945627
autogen,40041,rohanthacker,India,India,India,20.593684,78.96288
autogen,40041,New-World-2019,Beijing,Beijing,China,39.904211,116.407395
autogen,40041,gunnarku,"Seattle, WA",Seattle,United States,47.6061389,-122.3328481
autogen,40041,DustinX,Tokyo,Tokyo,Japan,35.6764225,139.650027
autogen,40041,Leon0402,"Frankfurt, Germany",Frankfurt,Germany,50.1109221,8.6821267
autogen,40041,Grigorij-Dudnik,Wroclaw,Wroclaw,Poland,51.10929480000001,17.0386019
autogen,40041,areibman,San Francisco,San Francisco,United States,37.7749295,-122.4194155
autogen,40041,vvijayalakshmi21,"Chennai, India",Chennai,India,13.0843007,80.2704622
autogen,40041,tarockey,Seattle,Seattle,United States,47.6061389,-122.3328481
autogen,40041,lordlinus,Singapore,Singapore,Singapore,1.352083,103.819836
autogen,40041,SeryioGonzalez,Madrid,Madrid,Spain,40.41672790000001,-3.7032905
autogen,40041,robraux,"Ann Arbor, MI",Ann Arbor,United States,42.2808256,-83.7430378
autogen,40041,luisquintanilla,"Weehawken, NJ",Weehawken,United States,40.7714596,-74.0192872
autogen,40041,Karthikeya-Meesala,India,India,India,20.593684,78.96288
autogen,40041,JieyuZ2,"Seattle,WA",Seattle,United States,47.6061389,-122.3328481
autogen,40041,PyroGenesis,"California, USA",California,United States,34.0548951,-118.2426415
autogen,40041,Mai0313,"San Diego, CA",San Diego,Canada,32.715738,-117.1610838
autogen,40041,vijaya-lakshmi-venkatraman,India,India,India,20.593684,78.96288
autogen,40041,genlin,Shanghai,Shanghai,China,31.230416,121.473701
autogen,40041,suuus,The Netherlands,The Netherlands,The Netherlands,52.132633,5.291265999999999
autogen,40041,r-bit-rry,"Herzliya, Israel",Herzliya,Israel,32.162413,34.844675
autogen,40041,richard-gyiko,"Szeged, Hungary",Szeged,Hungary,46.2530102,20.1414253
autogen,40041,cool-RR,"Tel-Aviv, Israel",Tel Aviv,Israel,32.0852999,34.78176759999999
autogen,40041,prithvi2226,Arizona,Arizona,United States,33.4470173,-112.0957955
autogen,40041,nour-bouzid,Munich,Munich,Germany,48.1351253,11.5819806
autogen,40041,MichaelMarien,Belgium,Belgium / Belgium / Belgium,Belgium,50.503887,4.469936
autogen,40041,alessandro-avila,Netherlands,The Netherlands,Netherlands,52.132633,5.291265999999999
autogen,40041,Yanni8,Switzerland,Switzerland/Switzerland/Switzerland/Swiss,Switzerland,46.818188,8.227511999999999
autogen,40041,bitnom,USA,United States,USA,38.7945952,-106.5348379
autogen,40041,MichalChromcak,"Brno, Czech Republic",Brno,Czech Republic,49.1950602,16.6068371
autogen,40041,PrajwalBorkar,India,India,India,20.593684,78.96288
autogen,40041,JohanForngren,Sweden,Sweden,Sweden,60.12816100000001,18.643501
autogen,40041,dragosMC91,Cluj-Napoca,Cluj-Napoca,Romania,46.7712101,23.6236353
autogen,40041,henrytwo,Toronto,Toronto,Canada,43.653226,-79.3831843
autogen,40041,coffepowered,Modena,Modena,Italy,44.647128,10.9252269
autogen,40041,wuchihsu,"Taiwan, Kaohsiung",Taiwan,Kaohsiung,22.6272772,120.3014375
autogen,40041,Dev-Khant,India,India,India,20.593684,78.96288
autogen,40041,Gourav2609,Pune,Pune City,India,18.5204303,73.8567437
autogen,40041,ImanHosseini,"London, UK",London,United Kingdom,51.5072178,-0.1275862
autogen,40041,maxgolov,PNW,Shoulder,India,52.0767026,-123.8302432
autogen,40041,markharley,"London, UK",London,United Kingdom,51.5072178,-0.1275862
autogen,40041,kkasemos,"Bangkok, Thailand",Bangkok,Thailand,13.7563309,100.5017651
autogen,40041,krishnashed,"Bangalore, India",Bangalore,India,12.9715987,77.5945627
autogen,40041,jaygdesai,Mumbai,Mumbai Suburban,India,19.0759837,72.8776559
autogen,40041,jluey1,Washington,Seattle,Washington,38.9071923,-77.0368707
autogen,40041,thongonary,"Seattle, WA",Seattle,United States,47.6061389,-122.3328481
autogen,40041,withsmilo,"Seoul, South Korea",Seoul,South Korea,37.550263,126.9970831
autogen,40041,sugatoray,"Indiana, USA",Indiana,United States,39.767143,-86.1617619
autogen,40041,SudhakarPunniyakotti,Chennai,Chennai,India,13.0843007,80.2704622
autogen,40041,SuchitG04,"Bangalore, India",Bangalore,India,12.9715987,77.5945627
autogen,40041,shippy,"Prague, Czech Republic",Prague,Czech Republic,50.0755381,14.4378005
autogen,40041,shreyas90999,"India,Mumbai",India,Mumbai,19.0759837,72.8776559
autogen,40041,wrfly,Singapore,Singapore,Singapore,1.352083,103.819836
autogen,40041,zboyles,"Shanghai, CN; Florida, USA",Shanghai,United States,30.4380786,-84.2806241
autogen,40041,yosuaw,Indonesia,Indonesia,Indonesia,-0.789275,113.921327
autogen,40041,XHMY,"Corvallis, Oregon, United States",Corvallis,United States,44.5646356,-123.2619607
autogen,40041,xiaoboxia,"Sydney, Australia",Sydney,Australia,-33.8688197,151.2092955
autogen,40041,truebit,Beijing,Beijing,China,39.904211,116.407395
autogen,40041,wi-ski,San Francisco,San Francisco,United States,37.7749295,-122.4194155
autogen,40041,vijaykramesh,San Francisco,San Francisco,United States,37.7749295,-122.4194155
autogen,40041,vidhula17,Bangalore,Bengaluru,India,12.9715987,77.5945627
autogen,40041,vballoli,"Ann Arbor, MI",Ann Arbor,United States,42.2808256,-83.7430378
autogen,40041,masterujjval,India,India,India,20.593684,78.96288
autogen,40041,timrogers,"London, UK",London,United Kingdom,51.5072178,-0.1275862
autogen,40041,pbadeer,"Omaha, NE",Omaha,United States,41.2565369,-95.9345034
autogen,40041,Kyoshiin,India,India,India,20.593684,78.96288
autogen,40041,goyalpramod,UAE,Dubai,UAE,23.424076,53.847818
autogen,40041,pmalarme,"Brussels, Belgium",Brussels,Belgium,50.84770289999999,4.357200100000001
autogen,40041,olivMertens,France,France,France,46.227638,2.213749
autogen,40041,PratyushNag,India,India,India,20.593684,78.96288
autogen,40041,NiklasGustafsson,"Redmond, WA",Redmond,United States,47.6739881,-122.121512
autogen,40041,nfedyashev,"Kyiv, Ukraine",Kyiv,Ukraine,50.4503596,30.5245025
autogen,40041,elecnix,"Montreal, QC, Canada",Montreal,Canada,45.5018869,-73.5673919
autogen,40041,NanthagopalEswaran,"Tamil Nadu, India.",Tamil Nadu,India.,11.1271225,78.6568942
autogen,40041,namanbarkiya,"Mumbai, Maharashtra ",Mumbai,Maharashtra,19.0759837,72.8776559
autogen,40041,bnriiitb,"Bangalore, India",Bangalore,India,12.9715987,77.5945627
autogen,40041,monarchwadia,"Toronto, ON",Toronto,ON,43.653226,-79.3831843
autogen,40041,sethupavan12,"London, United Kingdom",London,United Kingdom,51.5072178,-0.1275862
autogen,40041,31Sanskrati,India,India,India,20.593684,78.96288
autogen,40041,samuelogboye,Nigeria,Lagos,Nigeria,9.081999,8.675277
autogen,40041,SDcodehub,Bangalore,Banglore Town,Pakistan,12.9715987,77.5945627
autogen,40041,robinmanuelthiel,"Munich, Germany",Munich,Germany,48.1351253,11.5819806
autogen,40041,Programmer-RD-AI,Sri Lanka,Sri Lanka,Sri Lanka,7.873053999999999,80.77179699999999
autogen,40041,ragyabraham,"Sydney, Australia",Sydney,Australia,-33.8688197,151.2092955
autogen,40041,r3d91ll,San Antonio TX,Saint Anthony,United States,29.4251905,-98.4945922
autogen,40041,priyansh4320,amravati,amravati,India,20.9319821,77.7523039
autogen,40041,prithvikannan,San Francisco,San Francisco,United States,37.7749295,-122.4194155
autogen,40041,schauppi,Austria,Austria,Austria,47.516231,14.550072
autogen,40041,rlam3,Chicago,Chicago,United States,41.8781136,-87.6297982
autogen,40041,oberonbot,Jersey City,Jersey City,United States,40.7195342,-74.0430133
autogen,40041,yousonnet,china,China,china,35.86166,104.195397
autogen,40041,evensure,Berlin,Berlin,Germany,52.52000659999999,13.404954
autogen,40041,daniel-555,University of Leeds,University of Leeds,United Kingdom,53.8066815,-1.5550328
autogen,40041,cemtu,Bay Area,San Francisco Bay Area,United States,37.8271784,-122.2913078
autogen,40041,shouldnotappearcalm,China,China,China,35.86166,104.195397
autogen,40041,bonadio,Sao Paulo/Brazil,São Paulo,Brazil,-23.5557714,-46.6395571
autogen,40041,zubeirom,"Dublin, Ireland",Dublin,Ireland,53.3498053,-6.2603097
autogen,40041,zhonghua-zheng,"Manchester, England, U.K.",Manchester,United Kingdom,53.4807593,-2.2426305
autogen,40041,luxuncang,China,China,China,35.86166,104.195397
autogen,40041,essos-bot,"China, Shanghai",China,ShangHai,31.230416,121.473701
autogen,40041,tosolveit,Netherlands,The Netherlands,Netherlands,52.132633,5.291265999999999
autogen,40041,danizord,Brazil,Brazil,Brazil,-14.235004,-51.92528
autogen,40041,dan0nchik,"Moscow, Russia",Moscow,Russia,55.755826,37.6173
autogen,40041,panckreous,Los Angeles,Los Angeles,United States,34.0549076,-118.242643
autogen,40041,craigomatic,San Francisco Bay Area,San Francisco Bay Area,United States,37.7749295,-122.4194155
autogen,40041,xtophs,"Dallas, TX",Dallas,United States,32.7766642,-96.7969879
autogen,40041,cdeil,"Heidelberg, Germany",Heidelberg,Germany,49.3987524,8.6724335
autogen,40041,cpacker,"San Francisco, CA",San Francisco,Canada,37.7749295,-122.4194155
autogen,40041,cbelwal,"Houston, TX",Houston,United States,29.7600771,-95.3701108
autogen,40041,cammarb,"Berlin, Germany",Berlin,Germany,52.52000659999999,13.404954
autogen,40041,hardchor,Berlin,Berlin,Germany,52.52000659999999,13.404954
autogen,40041,bboynton97,San Francisco,San Francisco,United States,37.7749295,-122.4194155
autogen,40041,bobbravo2,"Boston, MA",Boston,United States,42.3555076,-71.0565364
autogen,40041,bih,Manchester,Manchester,United Kingdom,53.4807593,-2.2426305
autogen,40041,gbrvalerio,Brasilia - DF - BR,Brasilia,Brazil,-15.7975154,-47.8918874
autogen,40041,fbpazos,Spain,Spain,Spain,40.46366700000001,-3.74922
autogen,40041,eaandersen,"Saint-Lazare, QC",Saint-Lazare,QC,45.39981299999999,-74.137765
autogen,40041,eduardobull,Brazil,Brazil,Brazil,-14.235004,-51.92528
autogen,40041,eddyfidel,"Santo Domingo, Dominican Republic",Santo Domingo,Dominican Republic,18.4626178,-69.9360924
autogen,40041,DearVa,"Shanghai, China",Shanghai,China,31.230416,121.473701
autogen,40041,Dave2011,Germany,Germany,Germany,51.165691,10.451526
autogen,40041,benstein,"Oakland, CA",Oakland,Canada,37.8043514,-122.2711639
autogen,40041,alu042,"Bergen, Norway",Bergen,Norway,60.39126279999999,5.3220544
autogen,40041,alhridoy,USA,United States,United States,38.7945952,-106.5348379
autogen,40041,akurniawan,UAE,Dubai,UAE,23.424076,53.847818
autogen,40041,adi611,India,India,India,20.593684,78.96288
autogen,40041,ACHultman,"Vancouver, BC",Vancouver,B.C.,49.2827291,-123.1207375
autogen,40041,AbdurNawaz,Hyderabad,Hyderabad,India,17.406498,78.47724389999999
autogen,40041,aayushchhabra1999,"Indore, Madhya Pradesh, India",Indore,India,22.7195687,75.8577258
autogen,40041,huskydoge,"800 Dongchuan RD. Minhang District, Shanghai, China",800 Dongchuan RD. Minhang District,China,31.0176,121.43102
autogen,40041,balakreshnan,oakcreek wi,Oak Creek,United States,42.8858503,-87.8631362
autogen,40041,AyeshGK,"Galle, Sri Lanka.",Galle,Sri Lanka.,6.032894799999999,80.2167912
autogen,40041,luckyklyist,kathmandu nepal,Kathmandu Metropolitan City,Nepal,27.7103145,85.3221634
autogen,40041,auphof,Auckland,Auckland,New Zealand / Aotearoa,-36.8508827,174.7644881
autogen,40041,rabbabansh,New Delhi,New Delhi,India,28.6139298,77.2088282
autogen,40041,Andrew8xx8,"Belgrade, Serbia",Belgrade,Serbia,44.8125449,20.46123
autogen,40041,andrejpk,"Mason, OH",Mason,United States,39.3600586,-84.309939
autogen,40041,Alvaromah,Madrid,Madrid,Spain,40.41672790000001,-3.7032905
autogen,40041,maheshpec,"Phoenix, AZ",Phoenix,United States,33.4482266,-112.0776781
autogen,40041,lucacorbucci,Barcelona,Barcelona,Spain,41.3873974,2.168568
autogen,40041,lokesh-couchbase,India,India,India,20.593684,78.96288
autogen,40041,lanbaoshen,Nanjing China,Nanjing,China,32.0583799,118.79647
autogen,40041,Lulalaby,Germany,Germany,Germany,51.165691,10.451526
autogen,40041,Kirushikesh,Bengaluru,Bengaluru,India,12.9715987,77.5945627
autogen,40041,kartikx,"Urbana, Illinois",Urbana,United States,40.1105875,-88.2072697
autogen,40041,kar2905,St. Monica,St. Monica,United States,34.0118828,-118.4915504
autogen,40041,juanmacuevas,Amsterdam,Amsterdam,The Netherlands,52.3675734,4.9041389
autogen,40041,artero,Barcelona,Barcelona,Spain,41.3873974,2.168568
autogen,40041,jsburckhardt,Melbourne,Melbourne,Australia,-37.8136276,144.9630576
autogen,40041,joseferben,Switzerland,Switzerland/Switzerland/Switzerland/Swiss,Switzerland,46.818188,8.227511999999999
autogen,40041,joris-swapfiets,Amsterdam,Amsterdam,The Netherlands,52.3675734,4.9041389
autogen,40041,momuno,"Redmond, WA",Redmond,United States,47.6739881,-122.121512
autogen,40041,cipherself,"Berlin, Germany",Berlin,Germany,52.52000659999999,13.404954
autogen,40041,mbaneshi,Shiraz Iran,Shiraz,Iran,29.5926119,52.5835646
autogen,40041,guinaut,Half Moon Bay,Half Moon Bay,United States,37.4635519,-122.4285862
autogen,40041,martinzrrl,Germany,Germany,Germany,51.165691,10.451526
autogen,40041,Markusdreyer,Oslo,Oslo,Norway,59.9138688,10.7522454
autogen,40041,markdouthwaite,"Manchester, UK",Manchester,United Kingdom,53.4807593,-2.2426305
autogen,40041,malikmmoaz,"Islamabad, Pakistan",Islamabad,Pakistan,33.6995086,73.0362897
autogen,40041,ginward,Cambridge (UK),Cambridge,United Kingdom,52.1950788,0.1312729
autogen,40041,bitsnaps,Algeria,Oran,Algeria,28.033886,1.659626
autogen,40041,htcrefactor,"Seoul, South Korea",Seoul,South Korea,37.550263,126.9970831
autogen,40041,husseinkorly,"Austin, TX",Austin,United States,30.267153,-97.7430608
autogen,40041,HenryKobin,"Los Angeles, California",Los Angeles,California,34.0549076,-118.242643
autogen,40041,heyams,Redmond,Redmond,United States,47.6739881,-122.121512
autogen,40041,sharsha315,"Bangalore, Karnataka, India",Bangalore,India,12.9715987,77.5945627
autogen,40041,Hao-tian-Zheng,Hong Kong SAR,Hong Kong,China,22.3193039,114.1693611
autogen,40041,keenranger,"Seoul, South Korea",Seoul,South Korea,37.550263,126.9970831
autogen,40041,halr9000,"Atlanta, GA, USA",Atlanta,United States,33.7501275,-84.3885209
autogen,40041,Steellgold,"France, Alsace",France,Alsace,48.3181795,7.441624099999999
autogen,40041,garnermccloud,"Lakewood, CO",Lakewood,United States,39.7047095,-105.0813734
autogen,40041,GaoxiangLuo,"Minneapolis, MN",Minneapolis,United States,44.977753,-93.2650108
autogen,40041,JeffreySu,"Suzhou, China",Suzhou,China,31.29833989999999,120.58319
autogen,40041,JMLX42,"Paris, France",Paris,France,48.8575475,2.3513765
autogen,40041,Libens-bufo,"Saint Augustine, Florida USA",Saint Augustine,Florida USA,29.8921835,-81.3139313
autogen,40041,jasondotparse,"San Francisco, CA",San Francisco,Canada,37.7749295,-122.4194155
autogen,40041,JaneIllario,"Toronto, ON",Toronto,ON,43.653226,-79.3831843
autogen,40041,JamieMagee,Seattle,Seattle,United States,47.6061389,-122.3328481
autogen,40041,jamesliu,"Palo Alto, CA",Palo Alto,Canada,37.4418834,-122.1430195
